song_name,song_id,song_popularity,song_release,song_duration
Ocean (feat. Khalid),3nc420PXjTdBV5TN0gCFkS,69,2018-06-15,3.61
120,3KJ3opyV29269SXkPrc19l,75,2020-11-27,2.53
ANTES QUE SE ACABE,7kjEqI6eZ7YlFrGhxixnlN,71,2020-11-27,3.69
LA NOCHE DE ANOCHE,2XIc1pqjXV3Cr2BQUGNBck,77,2020-11-27,3.39
It's Like That,7zL9xrz5krsuC6qVNluQQw,59,2005-04-12,3.39
Breathe Me,2Bo0hh0yoQReC4reJav5DT,61,2004-01-01,4.53
Ghost,6I3mqTwhRpn34SLVafSH7G,85,2021-03-19,2.55
Change Your Life,4gbfxlzThi6Hi0KnV1wH4t,51,2014-01-01,3.68
Maradona,2ZZNx8tDw2X5lRAiHXuZ21,4,2017-10-30,3.19
Voyage voyage,2d8D7uk3tbAThjRkdfrx9c,74,2001-01-02,4.44
10:35,6BePGk3eCan4FqaW2X8Qy3,76,2022-11-03,2.87
Fever,0btB1fHGwvipD4IUmyh1vL,69,2016-06-10,3.41
Don't Lie,600qBKuhdgLqxZb1BqIE0T,44,2005-01-01,3.65
S P A C E,5qbNuYdT99BCBM8KwVNVW5,42,2017-05-12,3.43
Overdose,7jzjN8awsBYLjFqlsSCJ1j,42,2013-07-05,3.78
MONOPOLY (with Victoria Monét),6tsOcBnaKgzK22yEiqRh8P,62,2019-04-01,2.64
Remember - Acoustic / Sped Up,0vwF1PVvU7EJpKKGRDgdaQ,51,2022-10-21,2.57
Nuttin Nuh Go So,2eKcAEvYtwcuK4zFcYdtX3,1,2015-07-21,4.04
Papa Don't Preach,6A8OnjnpShshNpcqWtZRjr,66,1986-06-30,4.48
Got 'Til It's Gone,1EhvYd5e7vkoN3udEN1Vyl,66,1997-10-07,4.03
Who You Foolin,7KVPsVMOK3NL7subwJ0dZj,76,2019-02-22,2.53
Everything Fi Hold Him,5oYlfLjOvGKZoXMEZEvYNJ,19,2014-02-18,3.7
Ayo Technology,36Hwcla06Q5BCr59CL0sBp,63,2007-01-01,4.13
Coming Back (feat. SZA),2pSsHnjAgEPjHmet7ChlHQ,60,2021-10-08,3.27
"Heavy, California",34wcz4mpAActEc6gtqX3wz,62,2018-09-14,3.08
7 Days,0gPQTLaqHDgdupKEok7J2x,73,2000-08-14,3.92
Glitterball,3XQ7KQwUQfiaTU44mCYALZ,42,2015-12-04,3.77
Holy (feat. Chance The Rapper),6Xgq7MvZiet0hVi3KaDSgJ,68,2021-03-19,3.53
Peacock,3y3Hucw52QpjtHUeOKTkaO,46,2010-01-01,3.87
Louie Bag (feat. Smino),0PspnH1gJYzr1NGqYRK3IO,54,2021-09-10,3.72
Yung Rapunxel,1bjKhiru9zzvXXxqnQi7Zl,0,2014-11-07,4.0
Crazy,2b1MCbfwRZ1teOX1vSm4Xt,63,2022-04-08,2.24
Pink + White,3xKsf9qdS1CyvXSMEid6g8,90,2016-08-20,3.08
Flowers,0yLdNVWF3Srea0uzk55zFn,21,2023-01-13,3.34
ATM (feat. Missy Elliott),3cqm5i4yDaNuzu9oQmQzBC,43,2020-11-06,3.13
Trance (with Travis Scott & Young Thug),79hORDzsbz21srcYgJTgMV,50,2022-12-05,3.25
Either Way (feat. Joey Bada$$),3nodtPfXcok53E8Uze8gvD,49,2017-07-28,3.13
Icy,3zmzb7WcCXpEAXq1RtQ7o4,50,2019-06-28,3.16
SORRY PAPI,5jZ32WOU7sqzDYbzINwMUk,70,2020-11-27,2.72
I Love It (& Lil Pump),4S8d14HvHb70ImctNgVzQQ,71,2018-09-07,2.13
Waves,3nAq2hCr1oWsIU54tS98pL,71,2016-06-10,3.03
Erase Me - Main,6XkuklKiHYVTlVvWlTgQYP,70,2010-11-09,3.2
Can't Tell Me Nothing,0mEdbdeRFQwBhN4xfyIeUM,83,2007-09-11,4.53
Gold Digger,1PS1QMdUqOal0ai3Gt7sDQ,82,2005-08-30,3.46
Homecoming,4iz9lGMjU1lXS51oPmUmTe,83,2007-09-11,3.39
All Falls Down,5SkRLpaGtvYPhw02vZhQQ9,84,2004-02-10,3.73
Hurricane,6Hfu9sc7jvv6coyy2LlzBF,68,2021-08-29,4.05
Foreplay,3QFOdlIjY2EyjLij20OjdB,63,2019-12-08,2.77
Rebel,36t9rgshEge4LCzhHKioFQ,60,2020-09-11,2.26
Needle Eye,6gt4crRNZ5Soua4BP52HXv,52,2015-05-12,3.09
Genie,6nRlyEgBR13ylb8pXgJ8wW,33,2019-11-12,3.42
Bend Ova,7ejWMqkwPVlPR0uIIEzwGR,23,2015-02-04,2.22
Jim Screechie,0hmtXCDKqZ38V0IOQuE0sU,49,2011-03-25,3.56
So Mi Like It,6rgSSesTJGyjQuvx06l3jU,63,2021-08-06,2.57
Go Go,67FKSe9WdOa42CnBVUThfx,40,2014-11-28,3.73
Conjugal Visit (feat. Vybz Kartel),4Pbm2GQ9hRdW6CXOY7fdRs,52,2014-11-28,3.38
Romping Shop,1xn2rn7Bw8IM3RqYwB4xWz,50,2009-03-03,3.56
Somebody Told Me,6PwjJ58I4t7Mae9xfZ9l9v,83,2004,3.29
Smile Like You Mean It,3KANrKOFYyAxfjQJHkgBdb,70,2004,3.9
Jenny Was A Friend Of Mine,60eVCXFCuw1WYswBuNZc4H,64,2004,4.07
Mad Over You,1jloWdvMh9nwHUu3mag8CL,69,2016-11-04,3.6
Who Are You,23IJ5wLRhEZ9DOuia5mPiZ,67,1978-08-18,6.36
Move Along,2l57cfmCnOkwNX1tky02n1,72,2005-01-01,3.98
Sex on Fire,0ntQJM78wzOLVeCUAW7Y45,86,2008-09-23,3.39
Mr. Brightside,003vvx7Niy0yvhvHt4a68B,90,2004,3.72
Centuries,04aAxqtGp5pv12UXAg4pkq,83,2015-01-16,3.81
Electric Feel,3FtYbEfBqAlGO46NUDQSAt,82,2007-12-14,3.83
Miss Me?,6EOHyAqXrB2BUqiVyYQrVL,1,2019-07-10,3.66
CYBAH (feat. Lucky Daye),2qEyhtx20tSCSubM3JXhxu,36,2022-03-18,4.07
Promise,2foKQn911DUT6yi2eoTQ5U,48,2006,4.46
No Underwear,3yk1WzOwaXefBdM8Uw7HCK,51,2019-02-15,3.38
911 (feat. Mary J. Blige),1Ov4E4nE7E0yzeqpbhEE5g,55,2000-05-01,4.32
911,2fEG34NYIZ33WTxhDFePvp,35,2017-04-14,3.2
Hey Ma (with Pitbull & J Balvin feat. Camila Cabello),044zaJRiadHen144ZPY5Li,47,2017-04-14,3.25
Find U Again (feat. Camila Cabello),1HpzOCZbNWzxvvXfSGtSrX,53,2019-05-30,2.94
River,3mRLHiSHYtC8Hk7bzZdUs1,77,2018-04-20,3.6
Soundgasm,2psl5iNJCrmmm2XtS7LZqb,70,2022-03-24,3.41
Just One Last Time (feat. Taped Rai),043vxbUHxQErHDIe7zuC0O,54,2012-12-07,3.79
I Know There's Gonna Be (Good Times),6393Du1axGG1NvAMq0OcfU,1,2015-06-01,3.56
Hours In Silence,0sSRLXxknVTQDStgU1NqpY,76,2022-11-04,6.65
Liquorice,3LmlegS3av5opwiIMVDbgI,64,2012-05-28,3.28
Handstand (with Doja Cat feat. Saweetie),0JcgIOrlZ0CNUOPxyudnrK,50,2021-11-19,2.83
Switch,29ZZAShKhwRUuKULSNtxX6,61,2018-09-14,3.45
Loaded,3J5IO8OLj05dRaZjHBHS8D,53,2022-11-07,2.6
Feel So Close - Radio Edit,1gihuPhrLraKYrJMAEONyc,87,2012-10-29,3.44
papi bones (feat. shygirl),5W2s4S60GoNsUthU51aUb8,57,2022-01-14,3.67
Vroom Vroom,5hyq3LBlCfjRQAFkdQwe8o,72,2016-02-26,3.22
God's Plan,6DCZcSspjsKoFjzjrWoCdn,85,2018-06-29,3.32
POPSTAR (feat. Drake),6EDO9iiTtwNv6waLwa1UUq,69,2020-07-17,3.34
Heartless,4EWCNWgDS8707fNSZ1oaA5,86,2008-11-24,3.52
I Knew You Were Trouble.,72jCZdH0Lhg93z6Z4hBjgj,63,2012-10-22,3.63
Mood Swings (feat. Lil Tjay),5rZlwNFl01HqLWBQGryKSm,78,2020-07-03,3.56
Rather Be (feat. Jess Glynne),1h9j1FfcLUvGFYUumJd84S,60,2014-06-02,3.8
Paper Planes,1ixbwbeBi5ufN4noUKmW5a,82,2007-08-20,3.42
Be Honest (feat. Burna Boy),5pAbCxt9e3f81lOmjIXwzd,70,2019-08-16,3.45
Around Me (feat. Don Toliver),221qmpQeBNV87sUjQeUTVH,79,2022-12-02,3.19
Reaper,4Vw3UGCAUQetVTmNdh6W5d,50,2016-10-21,3.66
Chantaje (feat. Maluma),6mICuAdrwEjh6Y6lroV2Kg,84,2017-05-26,3.26
Miss Independent,1yJ5fyqBusR7Verj8JGsKV,68,2008-01-01,3.87
Where Is The Love?,0xmjwnQ3FNE6HuWCt2nHdZ,83,2003-06-24,4.54
What Goes Around...Comes Around - Radio Edit,0R03f3Axt495bkgGhivLEe,62,2006-12-19,5.22
Always Be My Baby,2aBxt229cbLDOvtL7Xbb9x,76,1995-10-03,4.3
Like a Prayer,1z3ugFmUKoCzGsI6jdY4Ci,77,2009-09-18,5.71
Don't Stop The Music,0ByMNEPAPpOR5H69DVrTNy,85,2008-06-02,4.45
Back That Azz Up,6o2g1BJvtYQssH84kBYs7y,70,1998-11-03,4.43
Gasolina,228BxWXUYQPJrJYHDLOHkj,52,2004-07-13,3.21
Family Affair,2D5QhvAWddOJTvk1XawrTU,52,2001-01-01,4.47
Dilemma,0ARK753YaiJbpLUk7z5yIM,82,2002-06-25,4.82
Everybody Wants To Rule The World,4RvWPyQ5RL0ao9LPZeSouE,89,1985-02-25,4.19
Irreplaceable,6RX5iL93VZ5fKmyvNXvF1r,74,2007-05-29,3.8
Water Under the Bridge,2DRMuw0U0QbkVQxWxdJV3M,74,2015-11-20,4.01
Don't Say You Love Me,5g6FCPU1r3C88vUsFtat16,51,2017-10-29,3.22
Send My Love (To Your New Lover),563SfWAHJs4FBZMkRN0IFN,77,2015-11-20,3.72
Without Me,6FZDfxM3a3UCqtzo5pxSLZ,84,2020-01-17,3.36
HUMBLE.,7KXjTSCq5nL1LoYtL7XAwS,89,2017-04-14,2.95
Fade,3cCxoOgfi6hgt8MNteuiiD,66,2016-06-10,3.23
Lift Off,08T26i7SErk6jCDTW7uUFI,1,2011-08-08,4.44
Headlines,6LxSe8YmdPxy095Ux6znaQ,84,2011-11-15,3.93
How To Love,7xyN0pha5zIbwvXeIADGpe,65,2011-01-01,4.01
Right Above It,1kMuU3TNQvHbqvXCWBodmP,73,2010-01-01,4.53
Runaway,3DK6m7It6Pw857FcQftMds,84,2010-11-22,9.13
Love The Way You Lie,15JINEqzVMv3SvJTAXAKED,86,2010-06-18,4.39
Good Life,4ZPdLEztrlZqbJkgHNw54L,77,2007-09-11,3.45
Flashing Lights,5TRPicyLGbAF2LGBFbHGvO,87,2007-09-11,3.96
Always On Time,4hrae8atte6cRlSC9a7VCO,9,2001-01-01,4.09
What's Luv? (feat. Ja-Rule & Ashanti),2mKouqwAIdQnMP43zxR89r,78,2001-12-04,4.45
Work It,3jagJCUbdqhDSPuxP8cAqF,73,2002-11-12,4.39
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,4INDiWSKvqSKDEu7mh8HFz,77,1997-03-04,4.29
Love Like This,7MQywXGHEev7JmwwIzMcao,69,1998,4.6
Not Nice,4STaHtfguDMkWbPEo6Fwcx,0,2016-08-12,3.38
Hold On,1nahzW3kfMuwReTka28tH5,73,2021-03-19,2.85
Love Again,1imMjt1YGNebtrtTAprKV7,59,2020-03-27,4.3
Better,4T3fNx3CgwDRRYgmFCbD4J,67,2018-09-14,3.82
Save Your Tears (with Ariana Grande) (Remix),37BZB0z9T8Xu7U3e65qxFy,80,2021-04-23,3.18
My Way,1vvNmPOiUuyCbgWmtc6yfm,79,2016-09-16,3.65
Treat Me,2ZCu2xskiEBCV3y0eu0zJG,56,2022-04-08,2.5
Obsessed,3IcIIZMMS7UArJJPtEHXG8,72,2009-09-29,4.04
Muwop (feat. Gucci Mane),3CwcGdFwFF3DfHGGppdI4X,48,2020-07-30,3.34
Twerk (feat. Cardi B),0RRm4OS5ymfZryXBuj0G2m,63,2018-11-16,2.77
Do We Have A Problem?,1PNs0uGru3TcrA94kpyGnc,55,2022-02-04,3.45
Overloading (OVERDOSE),4lVEVXrlQlXPdYWMGTwrFe,55,2022-05-13,3.42
Poke It Out (with Nicki Minaj),2rPSFKzGeqUWwfcCFVkkq3,64,2018-05-11,4.5
Good Form (feat. Lil Wayne) - Remix,6supMAknraGpJrN5qqYfV8,60,2018-11-29,3.96
Bussin,7lcI4X8RZxK4zIknJcwpBq,55,2022-02-11,2.28
Waves of Blue,5BQHyj5Pb3dUY8W6TSjeTF,0,2021-04-09,3.48
KU LO SA - A COLORS SHOW,2WigMwGJysIh9fRnSJvpjn,74,2022-06-10,2.46
boyfriend (with Social House),0Ryd8975WihbObpp5cPW1t,80,2019-08-02,3.1
test drive,3eZYOQO4UzKrUDYDghtnFw,63,2021-02-19,2.04
Diamonds,7Kt59L2ZZGtOnIhvMwzG6f,56,2012-12-11,3.75
What's My Name?,1pYKzfOlpHWtVUiEIu4Vn7,52,2010-11-15,4.39
Thumb,1Qb56t5dvT1IKVLyqXNmWE,33,2019-08-23,3.2
WAIT FOR U (feat. Drake & Tems),59nOXPmaKlBfGMDeOVGrIK,85,2022-04-29,3.16
Oxytocin,4t2OeILB07eMGTXSUbMPEu,74,2021-07-30,3.5
NDA,38GBNKZUhfBkk3oNlWzRYd,79,2021-07-30,3.26
Moth To A Flame (with The Weeknd),0VO8gYVDSwM1Qdd2GsMoYK,82,2022-04-15,3.9
Starry Eyes,6zzdyvVWjGrQBraSvuqJPY,64,2022-01-06,2.47
Du hast,6uEvFCaOqXyEidoO8BZbyh,65,1997-08-25,3.9
Attachments (feat. Coi Leray),4nyRXQQkM69kmaxiyCKMCr,50,2021-04-30,2.85
Won Da Mo,0xPz8qjfchKRCAmABJH65Z,53,2022-11-09,4.13
Is There Someone Else?,0mL82sxCRjrs3br407IdJh,83,2022-01-06,3.32
"Here We Go… Again (feat. Tyler, the Creator)",1NhjYYcYTRywc0di98xHxf,63,2022-01-06,3.5
Take My Breath,2vgUijXOTRMnWXDtvgMp2b,71,2022-01-06,5.65
How Do I Make You Love Me?,2Ghp894n1laIf2w98VeAOJ,67,2022-01-06,3.57
Kamaz,2HR3Ruy4hCYn5wBIublqXh,52,2020-04-10,2.59
DESPECHÁ,5ildQOEKmJuWGl2vRkFdYc,75,2022-07-28,2.62
Enemiez,3RKYUjYedS0SrMw1nkt4Gf,33,2016-03-04,3.51
Afrodisiac,62K7EHA67O48gg7lTtcyc2,53,2004,3.81
Sucker,22vgEDb5hykfaTwLuskFGD,81,2019-06-07,3.02
Battlefield,1Nme6K1PYAh7p7uygyuRdf,56,2009-07-20,4.03
Somebody Like You,07OnuLnONfO6tyukgyB2qh,36,2022-03-24,3.89
Free Woman - Rina Sawayama & Clarence Clarity Remix,1zF2enE35rzozF1Qu7rLKH,43,2021-09-03,3.9
Gettin' Over You (feat. Fergie & LMFAO),7bPu0pkptMwRHIR0VtrCSf,38,2010-11-22,3.12
Wish on an Eyelash,3vLByi1CdmNJPpTtOdKqAQ,50,2022-05-13,0.98
If You Had My Love,3x4yV0hW5Ve3TKhFkXSqFn,66,1999-06-01,4.43
APESHIT,62GXGpd73vslqIBHq8XqOx,61,2018-06-18,4.41
Beautiful Now,2ISSQPb9LHHiV6ng2NXosL,72,2015-05-15,3.64
Body,7vxLj7MREliG5i5vSnqSVr,72,2019-10-04,3.23
When I See U,4iuNZTcvT9diFySSzVsnVS,72,2006-12-09,3.62
Boo'd Up,4squZv12LD9M8ooJfoVgZS,63,2018-10-12,3.99
Sure Thing,0JXXNGljqupsJaZsgSbMZV,87,2010-11-26,3.26
Bare Wit Me,5QvU2zJrEVw1gAVL4D4iLj,0,2020-06-19,2.14
Forgive Me,029zYyUh9yRZzqOO29f3xt,30,2020-06-03,2.63
Do It,35Dh5MnCUPLN3XyAVtQff3,62,2020-06-03,2.95
Walked In (feat. Young Thug),4HnvRYwwhulZMABmLK86ue,58,2021-07-09,2.92
Moment,6rSUrh8ErKSKfbH0t0IzCM,60,2020-08-07,2.99
Distraction,1cAL4sFzXXRMbpZnTPa7Zi,45,2017-01-27,3.93
Find You,1gpF8IwQQj8qOeVjHfIIDU,54,2014-01-01,3.39
Find Me,6xB7E0HOWznwiO0v56mqwD,52,2016-11-04,3.41
Advice,2CsSaYUPI57QaeB90gwzGT,44,2017-01-27,3.38
Open Arms (feat. Travis Scott),0xaFw2zDYf1rIJWl2dXiSF,77,2022-12-09,3.99
Shirt,2wSTnntOPRi7aQneobFtU4,75,2022-12-09,3.03
Far,74NI58MQexwZjNu1Gu6GjT,67,2022-12-09,3.01
Too Late,4rAg5bbrdZX00mXXhLvYXj,61,2022-12-09,2.74
Special,6RQ5IwG7uADz9LDWliJGjU,72,2022-12-09,2.65
Conceited,4hTej08FutmriOs7S1hWWy,65,2022-12-09,2.52
Nobody Gets Me,5Y35SjAfXjjG0sFQ3KOxmm,87,2022-12-09,3.01
F2F,2e2AXpIiJpet5b4qg85Gh6,73,2022-12-09,3.08
Ghost in the Machine (feat. Phoebe Bridgers),4h5x3XHLVYFJaItKuO2rhy,74,2022-12-09,3.64
Smoking on my Ex Pack,4jTs7ny5eSRnKTzxdrFv5I,63,2022-12-09,1.4
Gone Girl,2Sjx8DWZO5zaTyTAmgo2gY,66,2022-12-09,4.07
Notice Me,4fnNBPN9W6AoOYSQS3FJxT,64,2022-12-09,2.68
Snooze,4iZ4pt7kvcaH6Yo8UoZ4s2,90,2022-12-09,3.36
Used (feat. Don Toliver),1TweDM3JC49LNeelLVg3yX,65,2022-12-09,2.45
Love Language,1eIXYZWEfJO3Na2LCCnIJE,71,2022-12-09,3.06
Low,2GAhgAjOhEmItWLfgisyOn,81,2022-12-09,3.02
Seek & Destroy,6eT2V7nKXyMf47TwPbtgAD,68,2022-12-09,3.4
Kill Bill,3OHfY25tqY28d16oZczHc8,81,2022-12-09,2.57
SOS,5xMw6qCcpd2gBXPGTegC4W,64,2022-12-09,1.96
Blind,2CSRrnOEELmhpq8iaAi9cd,75,2022-12-09,2.51
HEATED,1w7cgGZR86yWz1pA2puVJD,69,2022-07-29,4.35
Ferrari Horses,5erCwioOcRwP59NJUAtEK3,64,2020-10-09,3.77
Essence (feat. Tems),5FG7Tl93LdH117jEKYl3Cm,74,2020-10-29,4.13
Speechless,1pWZZfszgiDVIzbQLs50Cy,57,2009-08-05,4.51
Heartless (feat. Morgan Wallen),3FU6urUVsgXa6RBuV2PdRk,79,2020-05-29,2.82
Heartless,6bnF93Rx87YqUBLSgjiMU8,80,2020-03-20,3.3
Cardboard Box,2rf9i0Enr8cw1JRME8Rsvq,60,2022-03-24,2.69
"Swan Song - From the Motion Picture ""Alita: Battle Angel""",5600nq7TiBraBX2jobyJ3l,59,2019-01-24,3.03
What's It Gonna Be?! (feat. Janet Jackson),0FpLfrOyHblbDlHUsrPN1N,54,1998,5.41
"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",0OI7AFifLSoGzpb8bdBLLV,71,2017-11-18,3.38
Coming Back For You,5o77o7nTrQL1mWAyrvVMNI,55,2022-11-11,2.94
La Vida,7rIMBY4ANvxLDJS1m1TzmH,45,2022-11-11,2.63
Almost Home,6JZXpVvOOiSfZVeT7UPvX9,37,2013-01-01,3.8
The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix,6GNifiuBPrKFpwNBYnooFm,65,2017-11-03,4.48
Banana Brain,6vcgMBMmbpQVj59wyLkvC7,61,2016-09-16,4.81
Con La Brisa,2LSsSV7V33wM9EKQA2xjGS,65,2022-11-11,2.79
Whataya Want from Me,2rDwdvBma1O1eLzo29p2cr,64,2009-11-23,3.79
That's the Way It Is,5s4catxeZsaWFnOrvrXZHf,64,2019-01-18,4.02
Government Hooker,4KZAsdL0PeGvmPbSr0hyG4,68,2011-01-01,4.24
Past Life (with Selena Gomez),7MN8RYSofZsFROBlEOAzXq,61,2020-06-26,3.11
I'm Out (feat. Nicki Minaj),3c7MNgwEBQTnrOWLjU1DHq,51,2013-07-05,4.03
Right Here (Departed),06G1SCVVYRSDCFGMSnDvpv,54,2008-12-08,3.63
First Love,5P16LUPtZ1I5t3EqwELD53,43,2014-06-13,3.6
365,2XWjPtKdi5sucFYtVav07d,65,2019-02-14,3.03
Bad Blood,6xsEAm6w9oMQYYg3jkEkMT,68,2015-05-17,3.34
"Writing's On The Wall - From ""Spectre"" Soundtrack",1PWnAEQcbwQwK759otUbta,65,2015-09-25,4.65
How Do I Live,7BD50ATrF3Vab5FQy7vtK8,74,2003-11-18,4.45
Human Nature,4Cna7QxOOTNnylVHLtShCi,50,1994-10-25,4.9
Crazy In Love - Remix,2f4IuijXLxYOeBncS60GUD,70,2015-09-04,3.77
Fetish (feat. Gucci Mane),4lnAN2S1fcI0SjxEbksZVr,79,2017-07-13,3.1
Be Without You - Kendu Mix,6Y3WvyUG9iE5bQYg38SPtQ,71,2005-01-01,4.11
"No More ""I Love You's""",2Pn5gvVioma5LHPxgEBBmD,65,1995,4.86
Get Me Bodied - Extended Mix,3W1mdCYUHWewrVXnRsPntM,51,2007-05-29,6.32
All I Have (feat. LL Cool J),2xlnEhQjSCqNPIJX42ARej,65,2002,4.24
Signs,4HSAJpNocVNJbwbQvtCMdO,71,2004-01-01,3.94
Focus,1cdzfFjEbUbgTm5nv3FgXR,67,2015-10-30,3.52
Feedback,2K1MhduqSRF4Q2agqEtnEh,54,2008-01-01,3.64
Cry About It Later,1RsD951uUUlJx0MRioZfev,50,2020-08-28,3.16
Crave (with Swae Lee),3DTq6oxUWv20TEKQO9IVF3,40,2019-06-14,3.36
Envy Me,7rvyVWja33WG9R97oeJAjx,64,2019-05-31,2.0
Changing,0FqVdhGQ2TGhA1tlONxdHC,37,2014-01-01,3.18
Adore,34HwOOG2tTiz6tAN9h83YT,60,2015-02-24,3.6
Love Incredible (feat. Camila Cabello),6tLJ4T7PJPekOrQuSWuL0L,44,2017-04-28,2.99
Miss You (with Major Lazer & Tory Lanez),7HdZY9UJTylIiNcSDFyUDc,55,2018-01-16,3.1
Trust Nobody (feat. Selena Gomez & Tory Lanez),5qYp1Wf3gh0lGWdIS5lIrX,53,2017-04-28,3.59
Quit (feat. Ariana Grande),4rwqrKdwlFWJ6LvPYaOtgn,65,2017-04-28,4.3
VIRGO'S GROOVE,0Fl4eWzVaMUOdXcOrj6F1q,65,2022-07-29,6.15
BDE (feat. slowthai),3ed5gMzocnaLWCvljQdCwe,41,2021-06-29,2.8
SLIME,5alFLxnNmBmTdNM6Oq0nqD,50,2020-10-21,2.65
Shlut,6bAR0U4WV9uEBzuoNUzQSC,46,2022-09-30,2.21
What That Speed Bout!?,5iZ5wjTTxSIv8Cfrhj6Jla,51,2020-11-06,2.85
Alone,0vLj7fwt3HM36zo7HEghCL,0,2022-11-04,3.7
"Eh, Eh (Nothing Else I Can Say)",4CIu6ip0JlQeCqLLfoqlDW,57,2008-01-01,2.92
Big Girls Don't Cry (Personal),4AniPkv5vgdE1n6VKreiyI,69,2006-09-13,4.47
Sunshine (feat. Lil Wayne & Childish Gambino),3Lf16tRdqj4H7MBtCSztDS,47,2022-03-25,3.44
(Everything I Do) I Do It For You,6eBK3edMW7bEzecF1eCezc,67,1991-09-24,6.57
Playing Games (with Bryson Tiller) - Extended Version,2xyx0o4xNOLLjBSbOOdcbA,76,2019-10-04,2.39
Human,3zr5liODTQ9fdtrDOPatiS,36,2014-05-23,3.49
Sirens,2wg4TZ4WENyLGhOoQncz6r,46,2014-05-23,3.92
Bind Your Love,0aUq6uNfcjI9jmV0Kb3hU8,39,2014-05-23,3.6
Want U Back,5InWRmnfgjVwQWoXHNBATu,65,2011-11-07,3.57
For the Night,6y39UI6gdUexBGprn6pQo6,47,2022-10-28,3.42
I Fink U Freeky,2wdTyQevxBPHraGsFGiyjx,63,2012-01-31,4.68
Letting Go (Dutty Love) featuring Nicki Minaj (feat. Nicki Minaj),0wDbYIl4fN2mccHczCJqEf,62,2010-07-23,3.84
Body Party,0rFZaQ4crlGAzuCjWCQ2xu,66,2013-07-05,3.9
Anti-Hero,0V3wPSX9ygBnCm8psDIegu,84,2022-10-21,3.34
Garden (Say It Like Dat),19woxaSpjOefa2JnAOoqW5,71,2017-06-09,3.47
Selfish Love (with Selena Gomez),3zxUdf7XmWpH6oddULwbwJ,52,2021-03-12,2.81
Hate Me (with Juice WRLD),6kls8cSlUyHW2BUOkDJIZE,71,2019-06-26,3.1
Sun Comes Up (feat. James Arthur),6SUocL0caib4mLHe8ZrZzi,57,2017-06-30,3.88
BIZCOCHITO,4kXxEhuatrvwrTQycA7s9B,67,2022-03-18,1.82
Intimidated (feat. H.E.R.),1jBKtzlwTVtCrScpiiHiKT,55,2021-11-19,3.46
Mine,18uOcUO5mNEYHHigeXPgQM,60,2019-05-03,2.65
I Hate U,5dXWFMwD7I7zXsInONVl0H,69,2021-12-03,2.9
Sweetest Pie,3JXF3LsUjyDIHjuwhXxdjo,66,2022-08-12,3.36
ScheiBe,1RFXENx9ILC6PECmNhEstC,64,2011-01-01,3.76
So Happy I Could Die,4MfBFhIBXrmqrczjYqasLp,61,2009-08-05,3.91
Work,3yx6eryOZgO54bt3B671cn,63,2014-01-01,3.72
"Beautiful, Dirty, Rich",3qrQtMmkuV79LMGfsGDHRf,56,2008-01-01,2.87
Nightmare,12ZCF1YHZTtygHyl1h0wEe,68,2021-08-27,3.87
Monster,2WgyOP8Z1D6GQYumCwH4Dk,73,2009-11-05,4.15
All My Love,1hfaeLP0VoQ9Cb6y401NGh,54,2014-12-01,3.54
Iam The Stripclub,3uSm6OBa9WGGqDBdCB3Gbt,49,2021-08-13,2.81
Who Owns My Heart,4buvG5Kmstm8UMjSgUrv2X,58,2010-01-01,3.58
Dance To This (feat. Ariana Grande),2NjO87HyT80fsgejd3PLYW,69,2018-08-31,3.86
Video Phone (feat. Lady Gaga),4qpbwCqy1fDfLqGwCevmND,31,2008,5.08
Call My Name,5o7TXypciBNWzWLE6Hdzuz,58,2012-01-01,3.47
Physical,3AzjcOeAmA57TIOr9zF1ZW,76,2020-03-27,3.23
E.T.,1CUk09iecf4kLvLuhxerdS,65,2012-01-01,3.83
BedRock,3iL2l5gUqyPS6vDwJFgJTR,73,2009-01-01,4.8
Bottoms Up (feat. Nicki Minaj),4AYX69oFP3UOS1CFmV9UfO,75,2010-09-14,4.03
Alejandro,1HHeOs6zRdF8Ck58easiAY,74,2009-11-05,4.57
Heaven Sent,2E90KUsor4U2abOJGFKtfx,60,2007-01-01,3.88
The Boy Is Mine,6sHsXIJoEN5JpdkGMQDJxt,77,1998-05-29,4.91
Wild Thoughts (feat. Rihanna & Bryson Tiller),1OAh8uOEOvTDqkKFsKksCi,77,2017-06-22,3.4
Into You,2meEiZKWkiN28gITzFwQo5,11,2016-05-20,4.07
Calm Down (with Selena Gomez),0WtM2NBVQNNJLh6scP13H8,82,2022-08-25,3.99
tears in the club (feat. the weeknd),60wMNCIWYZwbOywZXgfQ9P,45,2021-12-16,3.28
I Feel It Coming,3dhjNA0jGA8vHBQ1VdD6vV,79,2016-11-25,4.49
Attention,5cF0dROlMOK5uNZtivgu50,84,2018-05-11,3.48
All I Wanna Do (K) (Feat. Hoody & Loco),2FWquqPNxte8iqZ3ATQG0p,63,2016-10-20,3.61
C'est Cuit,5JfbkEPTaqnAVy9ITdphCl,0,2021-03-26,2.61
We Can (feat. Tory Lanez),7LRJmZ6G5qHQEG2CGeTCji,57,2016-09-23,3.24
